userId,movieId,rating,timestamp,userName,password
196,242,3,881250949,user196,pass196
186,302,3,891717742,user186,pass186
22,377,1,878887116,user22,pass22
244,51,2,880606923,user244,pass244
166,346,1,886397596,user166,pass166
298,474,4,884182806,user298,pass298
115,265,2,881171488,user115,pass115
253,465,5,891628467,user253,pass253
305,451,3,886324817,user305,pass305
6,86,3,883603013,user6,pass6
62,257,2,879372434,user62,pass62
286,1014,5,879781125,user286,pass286
200,222,5,876042340,user200,pass200
210,40,3,891035994,user210,pass210
224,29,3,888104457,user224,pass224
303,785,3,879485318,user303,pass303
122,387,5,879270459,user122,pass122
194,274,2,879539794,user194,pass194
291,1042,4,874834944,user291,pass291
234,1184,2,892079237,user234,pass234
119,392,4,886176814,user119,pass119
167,486,4,892738452,user167,pass167
299,144,4,877881320,user299,pass299
291,118,2,874833878,user291,pass291
308,1,4,887736532,user308,pass308
95,546,2,879196566,user95,pass95
38,95,5,892430094,user38,pass38
102,768,2,883748450,user102,pass102
63,277,4,875747401,user63,pass63
160,234,5,876861185,user160,pass160
50,246,3,877052329,user50,pass50
301,98,4,882075827,user301,pass301
225,193,4,879539727,user225,pass225
290,88,4,880731963,user290,pass290
97,194,3,884238860,user97,pass97
157,274,4,886890835,user157,pass157
181,1081,1,878962623,user181,pass181
278,603,5,891295330,user278,pass278
276,796,1,874791932,user276,pass276
7,32,4,891350932,user7,pass7
10,16,4,877888877,user10,pass10
284,304,4,885329322,user284,pass284
201,979,2,884114233,user201,pass201
276,564,3,874791805,user276,pass276
287,327,5,875333916,user287,pass287
246,201,5,884921594,user246,pass246
242,1137,5,879741196,user242,pass242
249,241,5,879641194,user249,pass249
99,4,5,886519097,user99,pass99
178,332,3,882823437,user178,pass178
251,100,4,886271884,user251,pass251
81,432,2,876535131,user81,pass81
260,322,4,890618898,user260,pass260
25,181,5,885853415,user25,pass25
59,196,5,888205088,user59,pass59
72,679,2,880037164,user72,pass72
87,384,4,879877127,user87,pass87
290,143,5,880474293,user290,pass290
42,423,5,881107687,user42,pass42
292,515,4,881103977,user292,pass292
115,20,3,881171009,user115,pass115
20,288,1,879667584,user20,pass20
201,219,4,884112673,user201,pass201
13,526,3,882141053,user13,pass13
246,919,4,884920949,user246,pass246
138,26,5,879024232,user138,pass138
167,232,1,892738341,user167,pass167
60,427,5,883326620,user60,pass60
57,304,5,883698581,user57,pass57
223,274,4,891550094,user223,pass223
189,512,4,893277702,user189,pass189
243,15,3,879987440,user243,pass243
92,1049,1,890251826,user92,pass92
246,416,3,884923047,user246,pass246
194,165,4,879546723,user194,pass194
241,690,2,887249482,user241,pass241
178,248,4,882823954,user178,pass178
254,1444,3,886475558,user254,pass254
293,5,3,888906576,user293,pass293
127,229,5,884364867,user127,pass127
225,237,5,879539643,user225,pass225
299,229,3,878192429,user299,pass299
225,480,5,879540748,user225,pass225
276,54,3,874791025,user276,pass276
291,144,5,874835091,user291,pass291
222,366,4,878183381,user222,pass222
267,518,5,878971773,user267,pass267
42,403,3,881108684,user42,pass42
11,111,4,891903862,user11,pass11
95,625,4,888954412,user95,pass95
8,338,4,879361873,user8,pass8
162,25,4,877635573,user162,pass162
87,1016,4,879876194,user87,pass87
279,154,5,875296291,user279,pass279
145,275,2,885557505,user145,pass145
119,1153,5,874781198,user119,pass119
62,498,4,879373848,user62,pass62
62,382,3,879375537,user62,pass62
28,209,4,881961214,user28,pass28
135,23,4,879857765,user135,pass135
32,294,3,883709863,user32,pass32
90,382,5,891383835,user90,pass90
286,208,4,877531942,user286,pass286
293,685,3,888905170,user293,pass293
216,144,4,880234639,user216,pass216
166,328,5,886397722,user166,pass166
250,496,4,878090499,user250,pass250
271,132,5,885848672,user271,pass271
160,174,5,876860807,user160,pass160
265,118,4,875320714,user265,pass265
198,498,3,884207492,user198,pass198
42,96,5,881107178,user42,pass42
168,151,5,884288058,user168,pass168
110,307,4,886987260,user110,pass110
58,144,4,884304936,user58,pass58
90,648,4,891384754,user90,pass90
271,346,4,885844430,user271,pass271
62,21,3,879373460,user62,pass62
279,832,3,881375854,user279,pass279
237,514,4,879376641,user237,pass237
94,789,4,891720887,user94,pass94
128,485,3,879966895,user128,pass128
298,317,4,884182806,user298,pass298
44,195,5,878347874,user44,pass44
264,200,5,886122352,user264,pass264
194,385,2,879524643,user194,pass194
72,195,5,880037702,user72,pass72
222,750,5,883815120,user222,pass222
250,264,3,878089182,user250,pass250
41,265,3,890687042,user41,pass41
224,245,3,888082216,user224,pass224
82,135,3,878769629,user82,pass82
262,1147,4,879791710,user262,pass262
293,471,3,888904884,user293,pass293
216,658,3,880245029,user216,pass216
250,140,3,878092059,user250,pass250
59,23,5,888205300,user59,pass59
286,379,5,877533771,user286,pass286
244,815,4,880605185,user244,pass244
7,479,4,891352010,user7,pass7
174,368,1,886434402,user174,pass174
87,274,4,879876734,user87,pass87
194,1211,2,879551380,user194,pass194
82,1134,2,884714402,user82,pass82
13,836,2,882139746,user13,pass13
13,272,4,884538403,user13,pass13
244,756,2,880605157,user244,pass244
305,427,5,886323090,user305,pass305
95,787,2,888954930,user95,pass95
43,14,2,883955745,user43,pass43
299,955,4,889502823,user299,pass299
57,419,3,883698454,user57,pass57
84,405,3,883452363,user84,pass84
269,504,4,891449922,user269,pass269
299,111,3,877878184,user299,pass299
194,466,4,879525876,user194,pass194
160,135,4,876860807,user160,pass160
99,268,3,885678247,user99,pass99
10,486,4,877886846,user10,pass10
259,117,4,874724988,user259,pass259
85,427,3,879456350,user85,pass85
303,919,4,879467295,user303,pass303
213,273,5,878870987,user213,pass213
121,514,3,891387947,user121,pass121
90,98,5,891383204,user90,pass90
49,559,2,888067405,user49,pass49
42,794,3,881108425,user42,pass42
155,323,2,879371261,user155,pass155
68,117,4,876973939,user68,pass68
172,177,4,875537965,user172,pass172
19,4,4,885412840,user19,pass19
268,231,4,875744136,user268,pass268
5,2,3,875636053,user5,pass5
305,117,2,886324028,user305,pass305
44,294,4,883612356,user44,pass44
43,137,4,875975656,user43,pass43
279,1336,1,875298353,user279,pass279
80,466,5,887401701,user80,pass80
254,164,4,886472768,user254,pass254
298,281,3,884183336,user298,pass298
279,1240,1,892174404,user279,pass279
66,298,4,883601324,user66,pass66
18,443,3,880130193,user18,pass18
268,1035,2,875542174,user268,pass268
99,79,4,885680138,user99,pass99
13,98,4,881515011,user13,pass13
26,258,3,891347949,user26,pass26
7,455,4,891353086,user7,pass7
222,755,4,878183481,user222,pass222
200,673,5,884128554,user200,pass200
119,328,4,876923913,user119,pass119
213,172,5,878955442,user213,pass213
276,322,3,874786392,user276,pass276
94,1217,3,891723086,user94,pass94
130,379,4,875801662,user130,pass130
38,328,4,892428688,user38,pass38
160,719,3,876857977,user160,pass160
293,1267,3,888906966,user293,pass293
26,930,2,891385985,user26,pass26
130,216,4,875216545,user130,pass130
92,1079,3,886443455,user92,pass92
256,452,4,882164999,user256,pass256
1,61,4,878542420,user1,pass1
72,48,4,880036718,user72,pass72
56,755,3,892910207,user56,pass56
13,360,4,882140926,user13,pass13
15,405,2,879455957,user15,pass15
92,77,3,875654637,user92,pass92
207,476,2,884386343,user207,pass207
292,174,5,881105481,user292,pass292
232,483,5,888549622,user232,pass232
251,748,2,886272175,user251,pass251
224,26,3,888104153,user224,pass224
181,220,4,878962392,user181,pass181
259,255,4,874724710,user259,pass259
305,471,4,886323648,user305,pass305
52,280,3,882922806,user52,pass52
161,202,5,891170769,user161,pass161
148,408,5,877399018,user148,pass148
125,235,2,892838559,user125,pass125
97,228,5,884238860,user97,pass97
58,1098,4,884304936,user58,pass58
83,234,4,887665548,user83,pass83
90,347,4,891383319,user90,pass90
272,178,5,879455113,user272,pass272
194,181,3,879521396,user194,pass194
125,478,4,879454628,user125,pass125
110,688,1,886987605,user110,pass110
299,14,4,877877775,user299,pass299
151,10,5,879524921,user151,pass151
269,127,4,891446165,user269,pass269
6,14,5,883599249,user6,pass6
54,106,3,880937882,user54,pass54
303,69,5,879467542,user303,pass303
16,944,1,877727122,user16,pass16
301,790,4,882078621,user301,pass301
276,1091,3,874793035,user276,pass276
305,214,2,886323068,user305,pass305
194,1028,2,879541148,user194,pass194
91,323,2,891438397,user91,pass91
87,554,4,879875940,user87,pass87
294,109,4,877819599,user294,pass294
286,171,4,877531791,user286,pass286
200,318,5,884128458,user200,pass200
229,328,1,891632142,user229,pass229
178,568,4,882826555,user178,pass178
303,842,2,879484804,user303,pass303
62,65,4,879374686,user62,pass62
207,591,3,876018608,user207,pass207
92,172,4,875653271,user92,pass92
301,401,4,882078040,user301,pass301
36,339,5,882157581,user36,pass36
70,746,3,884150257,user70,pass70
63,242,3,875747190,user63,pass63
28,201,3,881961671,user28,pass28
279,68,4,875307407,user279,pass279
250,7,4,878089716,user250,pass250
14,98,3,890881335,user14,pass14
299,1018,3,889502324,user299,pass299
194,54,3,879525876,user194,pass194
303,815,3,879485532,user303,pass303
119,237,5,874775038,user119,pass119
295,218,5,879966498,user295,pass295
268,930,2,875742942,user268,pass268
268,2,2,875744173,user268,pass268
66,258,4,883601089,user66,pass66
233,202,5,879394264,user233,pass233
83,623,4,880308578,user83,pass83
214,334,3,891542540,user214,pass214
192,476,2,881368243,user192,pass192
100,344,4,891374868,user100,pass100
268,145,1,875744501,user268,pass268
301,56,4,882076587,user301,pass301
307,89,5,879283786,user307,pass307
234,141,3,892334609,user234,pass234
83,576,4,880308755,user83,pass83
181,264,2,878961624,user181,pass181
297,133,4,875240090,user297,pass297
38,153,5,892430369,user38,pass38
7,382,4,891352093,user7,pass7
264,813,4,886122952,user264,pass264
181,872,1,878961814,user181,pass181
201,146,1,884140579,user201,pass201
85,507,4,879456199,user85,pass85
269,367,3,891450023,user269,pass269
59,468,3,888205855,user59,pass59
286,143,4,889651549,user286,pass286
193,96,1,889124507,user193,pass193
113,595,5,875936424,user113,pass113
292,11,5,881104093,user292,pass292
130,1014,3,876250718,user130,pass130
275,98,4,875155140,user275,pass275
189,520,5,893265380,user189,pass189
219,82,1,889452455,user219,pass219
218,209,5,877488546,user218,pass218
123,427,3,879873020,user123,pass123
119,222,5,874775311,user119,pass119
158,177,4,880134407,user158,pass158
222,118,4,877563802,user222,pass222
302,322,2,879436875,user302,pass302
279,501,3,875308843,user279,pass279
301,79,5,882076403,user301,pass301
181,3,2,878963441,user181,pass181
201,695,1,884140115,user201,pass201
13,198,3,881515193,user13,pass13
1,189,3,888732928,user1,pass1
145,237,5,875270570,user145,pass145
23,385,4,874786462,user23,pass23
201,767,4,884114505,user201,pass201
296,705,5,884197193,user296,pass296
42,546,3,881105817,user42,pass42
33,872,3,891964230,user33,pass33
301,554,3,882078830,user301,pass301
16,64,5,877720297,user16,pass16
95,135,3,879197562,user95,pass95
154,357,4,879138713,user154,pass154
77,484,5,884733766,user77,pass77
296,508,5,884196584,user296,pass296
302,303,2,879436785,user302,pass302
244,673,3,880606667,user244,pass244
222,77,4,878183616,user222,pass222
13,215,5,882140588,user13,pass13
16,705,5,877722736,user16,pass16
270,452,4,876956264,user270,pass270
145,15,2,875270655,user145,pass145
187,64,5,879465631,user187,pass187
200,304,5,876041644,user200,pass200
170,749,5,887646170,user170,pass170
101,829,3,877136138,user101,pass101
184,218,3,889909840,user184,pass184
128,204,4,879967478,user128,pass128
181,1295,1,878961781,user181,pass181
184,153,3,889911285,user184,pass184
1,33,4,878542699,user1,pass1
1,160,4,875072547,user1,pass1
184,321,5,889906967,user184,pass184
54,595,3,880937813,user54,pass54
94,343,4,891725009,user94,pass94
128,508,4,879967767,user128,pass128
23,323,2,874784266,user23,pass23
301,227,3,882077222,user301,pass301
301,191,3,882075672,user301,pass301
112,903,1,892440172,user112,pass112
82,183,3,878769848,user82,pass82
222,724,3,878181976,user222,pass222
218,430,3,877488316,user218,pass218
308,1197,4,887739521,user308,pass308
303,134,5,879467959,user303,pass303
133,751,3,890588547,user133,pass133
215,212,2,891435680,user215,pass215
69,256,5,882126156,user69,pass69
254,662,4,887347350,user254,pass254
276,2,4,874792436,user276,pass276
104,984,1,888442575,user104,pass104
63,1067,3,875747514,user63,pass63
267,410,4,878970785,user267,pass267
13,56,5,881515011,user13,pass13
240,879,3,885775745,user240,pass240
286,237,2,875806800,user286,pass286
294,271,5,889241426,user294,pass294
90,1086,4,891384424,user90,pass90
18,26,4,880129731,user18,pass18
92,229,3,875656201,user92,pass92
308,649,4,887739292,user308,pass308
144,89,3,888105691,user144,pass144
191,302,4,891560253,user191,pass191
59,951,3,888206409,user59,pass59
200,96,5,884129409,user200,pass200
16,197,5,877726146,user16,pass16
61,678,3,892302309,user61,pass61
271,199,4,885848448,user271,pass271
271,709,3,885849325,user271,pass271
142,169,5,888640356,user142,pass142
275,597,3,876197678,user275,pass275
222,151,3,878182109,user222,pass222
87,40,3,879876917,user87,pass87
207,258,4,877879172,user207,pass207
272,1393,2,879454663,user272,pass272
177,333,4,880130397,user177,pass177
207,1115,2,879664906,user207,pass207
299,577,3,889503806,user299,pass299
271,378,4,885849447,user271,pass271
305,425,4,886324486,user305,pass305
49,959,2,888068912,user49,pass49
94,1224,3,891722802,user94,pass94
130,1017,3,874953895,user130,pass130
10,175,3,877888677,user10,pass10
203,321,3,880433418,user203,pass203
191,286,4,891560842,user191,pass191
43,323,3,875975110,user43,pass43
21,558,5,874951695,user21,pass21
197,96,5,891409839,user197,pass197
13,344,2,888073635,user13,pass13
194,66,3,879527264,user194,pass194
234,206,4,892334543,user234,pass234
308,402,4,887740700,user308,pass308
308,640,4,887737036,user308,pass308
269,522,5,891447773,user269,pass269
94,265,4,891721889,user94,pass94
268,62,3,875310824,user268,pass268
272,12,5,879455254,user272,pass272
121,291,3,891390477,user121,pass121
296,20,5,884196921,user296,pass296
134,286,3,891732334,user134,pass134
180,462,5,877544218,user180,pass180
234,612,3,892079140,user234,pass234
104,117,2,888465972,user104,pass104
38,758,1,892434626,user38,pass38
269,845,1,891456255,user269,pass269
7,163,4,891353444,user7,pass7
234,1451,3,892078343,user234,pass234
275,405,2,876197645,user275,pass275
52,250,3,882922661,user52,pass52
102,823,3,888801465,user102,pass102
13,186,4,890704999,user13,pass13
178,731,4,882827532,user178,pass178
236,71,3,890116671,user236,pass236
256,781,5,882165296,user256,pass256
263,176,5,891299752,user263,pass263
244,186,3,880605697,user244,pass244
279,1181,4,875314001,user279,pass279
43,815,4,883956189,user43,pass43
83,78,2,880309089,user83,pass83
151,197,5,879528710,user151,pass151
254,436,2,886474216,user254,pass254
109,631,3,880579371,user109,pass109
297,716,3,875239422,user297,pass297
249,188,4,879641067,user249,pass249
144,699,4,888106106,user144,pass144
301,604,4,882075994,user301,pass301
64,392,3,889737542,user64,pass64
92,501,2,875653665,user92,pass92
222,97,4,878181739,user222,pass222
268,436,3,875310745,user268,pass268
293,135,5,888905550,user293,pass293
213,173,5,878955442,user213,pass213
160,460,2,876861185,user160,pass160
13,498,4,882139901,user13,pass13
59,715,5,888205921,user59,pass59
5,17,4,875636198,user5,pass5
125,163,5,879454956,user125,pass125
174,315,5,886432749,user174,pass174
114,505,3,881260203,user114,pass114
213,515,4,878870518,user213,pass213
23,196,2,874786926,user23,pass23
128,15,4,879968827,user128,pass128
239,56,4,889179478,user239,pass239
181,279,1,878962955,user181,pass181
291,80,4,875086354,user291,pass291
250,238,4,878089963,user250,pass250
201,649,3,884114275,user201,pass201
60,60,5,883327734,user60,pass60
181,325,2,878961814,user181,pass181
119,407,3,887038665,user119,pass119
287,1,5,875334088,user287,pass287
216,228,3,880245642,user216,pass216
216,531,4,880233810,user216,pass216
203,471,4,880434463,user203,pass203
92,587,3,875660408,user92,pass92
13,892,3,882774224,user13,pass13
213,176,4,878956338,user213,pass213
286,288,5,875806672,user286,pass286
117,1047,2,881009697,user117,pass117
99,111,1,885678886,user99,pass99
11,558,3,891904214,user11,pass11
65,47,2,879216672,user65,pass65
295,194,4,879517412,user295,pass295
269,217,2,891451610,user269,pass269
85,259,2,881705026,user85,pass85
250,596,5,878089921,user250,pass250
137,144,5,881433689,user137,pass137
201,960,2,884112077,user201,pass201
257,137,4,882049932,user257,pass257
111,328,4,891679939,user111,pass111
91,480,4,891438875,user91,pass91
215,211,4,891436202,user215,pass215
181,938,1,878961586,user181,pass181
189,1060,5,893264301,user189,pass189
1,20,4,887431883,user1,pass1
303,404,4,879468375,user303,pass303
299,305,3,879737314,user299,pass299
187,210,4,879465242,user187,pass187
222,278,2,877563913,user222,pass222
214,568,4,892668197,user214,pass214
293,770,3,888906655,user293,pass293
285,191,4,890595859,user285,pass285
303,252,3,879544791,user303,pass303
96,156,4,884402860,user96,pass96
72,1110,3,880037334,user72,pass72
115,1067,4,881171009,user115,pass115
7,430,3,891352178,user7,pass7
116,350,3,886977926,user116,pass116
73,480,4,888625753,user73,pass73
269,246,5,891457067,user269,pass269
263,419,5,891299514,user263,pass263
70,431,3,884150257,user70,pass70
221,475,4,875244204,user221,pass221
72,182,5,880036515,user72,pass72
25,357,4,885852757,user25,pass25
290,50,5,880473582,user290,pass290
189,526,4,893266205,user189,pass189
299,303,3,877618584,user299,pass299
264,294,3,886121516,user264,pass264
200,365,5,884129962,user200,pass200
187,135,4,879465653,user187,pass187
184,187,4,889909024,user184,pass184
63,289,2,875746985,user63,pass63
13,229,4,882397650,user13,pass13
298,486,3,884183063,user298,pass298
235,185,4,889655435,user235,pass235
62,712,4,879376178,user62,pass62
246,94,2,884923505,user246,pass246
54,742,5,880934806,user54,pass54
63,762,3,875747688,user63,pass63
11,732,3,891904596,user11,pass11
92,168,4,875653723,user92,pass92
8,550,3,879362356,user8,pass8
307,174,4,879283480,user307,pass307
303,200,4,879468459,user303,pass303
256,849,2,882164603,user256,pass256
72,54,3,880036854,user72,pass72
164,406,2,889402389,user164,pass164
117,150,4,880125101,user117,pass117
224,77,4,888103872,user224,pass224
193,869,3,889127811,user193,pass193
94,184,2,891720862,user94,pass94
281,338,2,881200457,user281,pass281
130,109,3,874953794,user130,pass130
128,371,1,879966954,user128,pass128
94,720,1,891723593,user94,pass94
182,845,3,885613067,user182,pass182
129,873,1,883245452,user129,pass129
254,229,4,886474580,user254,pass254
64,381,4,879365491,user64,pass64
151,176,2,879524293,user151,pass151
45,25,4,881014015,user45,pass45
193,879,3,889123257,user193,pass193
276,922,4,889174849,user276,pass276
276,57,3,874787526,user276,pass276
234,187,4,892079140,user234,pass234
181,306,1,878962006,user181,pass181
21,370,1,874951293,user21,pass21
293,249,3,888905229,user293,pass293
264,721,5,886123656,user264,pass264
10,611,5,877886722,user10,pass10
197,346,3,891409070,user197,pass197
276,142,3,874792945,user276,pass276
308,427,4,887736584,user308,pass308
221,943,4,875246759,user221,pass221
131,126,4,883681514,user131,pass131
268,824,2,876518557,user268,pass268
109,8,3,880572642,user109,pass109
198,58,3,884208173,user198,pass198
230,680,4,880484286,user230,pass230
181,741,1,878962918,user181,pass181
192,1061,4,881368891,user192,pass192
234,448,3,892335501,user234,pass234
90,900,4,891382309,user90,pass90
193,941,4,889124890,user193,pass193
128,603,5,879966839,user128,pass128
126,905,2,887855283,user126,pass126
244,265,4,880606634,user244,pass244
90,289,3,891382310,user90,pass90
157,25,3,886890787,user157,pass157
305,71,3,886323684,user305,pass305
119,382,5,874781742,user119,pass119
21,222,2,874951382,user21,pass21
231,181,4,888605273,user231,pass231
280,508,3,891700453,user280,pass280
288,132,3,886374129,user288,pass288
279,1497,2,890780576,user279,pass279
301,33,4,882078228,user301,pass301
72,699,3,880036783,user72,pass72
90,259,2,891382392,user90,pass90
308,55,3,887738760,user308,pass308
59,742,3,888203053,user59,pass59
94,744,4,891721462,user94,pass94
130,642,4,875216933,user130,pass130
